4.0, 1917
4.0, 1280
4.0, 1812
4.0, 1291
4.0, 1684
4.0, 1235
4.0, 1564
4.0, 2118
4.0, 1402
4.0, 1858
4.0, 1272
3.5, 3221
4.0, 1791
4.0, 1287
4.0, 1397
4.0, 1180
4.0, 1336
4.5, 671
4.5, 650
4.0, 1475
4.0, 1091
4.5, 1030
4.5, 583
4.0, 1445
4.0, 1974
4.5, 928
4.5, 611
3.5, 2878
3.5, 3150
4.5, 949
4.0, 982
4.0, 1465
4.5, 781
4.0, 1122
4.5, 528
4.5, 935
4.5, 739
4.0, 1211
4.5, 895
4.0, 1105
4.5, 709
4.0, 1075
4.0, 1158
4.0, 1427
4.0, 1022
4.0, 988
4.0, 1251
4.0, 1026
4.0, 1457
4.0, 1046
4.0, 1026
4.5, 869
4.5, 751
4.5, 746
4.5, 842
4.0, 886
4.0, 1415
4.5, 668
4.0, 1362
4.0, 1968
4.0, 1366
4.0, 1181
4.0, 1189
4.5, 460
4.0, 1707
4.0, 1138
3.5, 2240
4.0, 1350
4.0, 1256
3.5, 2447
4.0, 1373
4.0, 846
4.5, 727
4.0, 1720
4.0, 854
4.5, 382
4.0, 1390
4.0, 1024
4.0, 967
4.5, 760
4.0, 877
4.0, 887
4.0, 876
4.5, 672
4.0, 1183
4.0, 1054
4.0, 979
4.0, 1390
3.5, 1919
4.0, 1184
4.5, 618
4.0, 883
3.5, 1968
4.0, 1022
4.0, 1550
4.0, 1306
3.5, 1764
4.5, 472
4.0, 1329
4.0, 749
4.5, 536
4.5, 638
4.0, 1297
4.0, 839
4.0, 1011
4.5, 500
4.0, 1070
4.0, 1530
4.0, 868
4.5, 529
4.0, 1021
4.0, 1100
4.0, 1204
4.0, 853
4.5, 732
4.0, 1003
4.5, 642
4.0, 1078
4.0, 801
4.0, 901
4.0, 1118
4.0, 986
4.5, 562
4.5, 567
4.0, 1214
4.0, 946
4.0, 1299
4.5, 694
4.5, 542
4.0, 1372
4.0, 1411
4.0, 1059
4.5, 776
4.0, 886
3.5, 1860
4.5, 703
4.0, 1035
3.5, 2914
3.5, 1395
4.0, 859
4.5, 663
3.5, 2295
4.0, 1003
4.0, 1325
4.5, 691
4.0, 1522
4.0, 1438
4.0, 837
4.5, 607
4.5, 478
